Transaction_ID,Customer_ID,Category,Units_Sold,Unit_Price,Date,Revenue,Cost,Profit
15324,2578,Groceries,3,1454,2025-05-16,4362,3058.75920467643,1303.2407953235702
15325,1897,Sports,1,982,2025-07-27,982,763.037338529306,218.962661470694
15326,4694,Sports,8,322,2025-06-18,2576,1964.4249712610056,611.5750287389944
15327,1716,Furniture,5,547,2025-11-22,2735,1927.5465190051489,807.4534809948511
15328,4967,Groceries,4,548,2025-11-29,2192,1624.5732134624163,567.4267865375837
15329,4327,Furniture,3,1056,2025-07-13,3168,1934.7093722402462,1233.2906277597538
15330,3354,Clothing,7,418,2025-11-15,2926,1711.5206683009037,1214.4793316990963
15331,4215,Groceries,8,1946,2025-07-30,15568,13304.145406892168,2263.8545931078315
15332,4729,Sports,8,426,2025-08-17,3408,2097.3344395920544,1310.6655604079456
15333,1390,Electronics,1,1133,2025-10-08,1133,880.3066311799242,252.69336882007576
15334,4884,Clothing,7,821,2025-08-26,5747,3296.175656964778,2450.824343035222
15335,2699,Electronics,5,474,2025-04-14,2370,1592.6889431693473,777.3110568306527
15336,4240,Furniture,2,1525,2025-12-04,3050,1697.9375088930483,1352.0624911069517
15337,4037,Furniture,8,1972,2025-01-29,15776,9746.854070005726,6029.145929994274
15338,3345,Furniture,2,1210,2025-02-06,2420,1383.5896222003041,1036.4103777996959
15339,1232,Sports,6,828,2025-11-27,4968,4383.333180590609,584.6668194093909
15340,2926,Furniture,5,1308,2025-08-25,6540,3311.4332421376484,3228.5667578623516
15341,3318,Electronics,6,1573,2025-06-18,9438,6031.525067903265,3406.474932096735
15342,4131,Clothing,8,1328,2025-08-25,10624,7986.747208678739,2637.2527913212607
15343,2319,Sports,9,1902,2025-12-09,17118,14573.002500286195,2544.997499713805
15344,4538,Clothing,3,537,2025-03-28,1611,1447.6339978923277,163.36600210767233
15345,4306,Furniture,3,1422,2025-02-04,4266,3171.7609738917686,1094.2390261082314
15346,3724,Groceries,7,787,2025-01-03,5509,4777.63332245776,731.3666775422398
15347,1705,Sports,3,1441,2025-06-24,4323,3801.667507769785,521.3324922302149
15348,1233,Furniture,5,1576,2025-07-09,7880,5632.486458920543,2247.5135410794574
15349,2391,Sports,4,1171,2025-10-01,4684,2559.077247395366,2124.922752604634
15350,4766,Groceries,9,1350,2025-11-09,12150,8513.925721881877,3636.0742781181234
15351,3892,Electronics,8,74,2025-03-14,592,410.6108772527905,181.3891227472095
15352,2255,Electronics,9,518,2025-02-17,4662,3352.9819399646663,1309.0180600353337
15353,2896,Electronics,6,1647,2025-01-20,9882,6334.651191114925,3547.3488088850754
15354,3538,Groceries,2,1669,2025-07-28,3338,2561.702129492086,776.297870507914
15355,4690,Clothing,8,1609,2025-04-19,12872,8829.261470792897,4042.738529207103
15356,3550,Groceries,1,1782,2025-05-07,1782,1298.1553065407954,483.84469345920456
15357,1889,Groceries,5,474,2025-04-04,2370,1471.0672251434453,898.9327748565547
15358,4806,Furniture,2,1002,2025-03-11,2004,1354.9211494529332,649.0788505470668
15359,1591,Electronics,7,627,2025-10-06,4389,3446.88412748101,942.1158725189898
15360,1745,Sports,5,1835,2025-02-15,9175,4981.386332867249,4193.613667132751
15361,4452,Clothing,3,1338,2025-05-15,4014,3293.333198995315,720.6668010046851
15362,2719,Sports,7,1308,2025-01-26,9156,6127.632846266557,3028.367153733443
15363,1427,Furniture,3,697,2025-07-14,2091,1861.104678159568,229.89532184043196
15364,3744,Furniture,6,175,2025-11-09,1050,748.1242945842267,301.87570541577327
15365,3693,Clothing,4,657,2025-10-08,2628,1373.7187118766442,1254.2812881233558
15366,1731,Sports,2,1899,2025-07-14,3798,2675.5631258073486,1122.4368741926514
15367,1799,Clothing,9,888,2025-07-26,7992,5687.634740656512,2304.365259343488
15368,3411,Clothing,6,599,2025-05-04,3594,2754.9806569970037,839.0193430029963
15369,1201,Electronics,5,1221,2025-06-16,6105,3454.5608457981716,2650.4391542018284
15370,3929,Sports,5,1580,2025-03-09,7900,5456.312241207906,2443.6877587920944
15371,3193,Electronics,8,608,2025-06-15,4864,3185.095707428426,1678.904292571574
15372,1835,Electronics,5,128,2025-04-28,640,554.8831700406778,85.11682995932222
15373,3686,Electronics,8,589,2025-11-16,4712,2914.0243533378325,1797.9756466621675
15374,4528,Groceries,8,528,2025-08-01,4224,2142.7380411818767,2081.2619588181233
15375,1134,Furniture,1,327,2025-11-06,327,228.54499011475738,98.45500988524262
15376,3673,Furniture,4,1817,2025-08-10,7268,6433.035650234532,834.9643497654679
15377,2287,Groceries,9,162,2025-07-18,1458,1103.6685827701663,354.33141722983373
15378,3111,Clothing,2,1764,2025-06-27,3528,2611.8696012447026,916.1303987552974
15379,3538,Sports,4,841,2025-02-12,3364,2801.940371667384,562.0596283326158
15380,4718,Sports,4,1299,2025-05-15,5196,2920.4625897305777,2275.5374102694223
15381,1040,Sports,1,1146,2025-06-21,1146,735.1474998296587,410.8525001703413
15382,4367,Electronics,7,110,2025-01-07,770,449.1652192166571,320.8347807833429
15383,4074,Sports,1,563,2025-01-10,563,368.029786137617,194.970213862383
15384,1912,Sports,5,1438,2025-03-19,7190,3756.6513087857647,3433.3486912142353
15385,2729,Sports,8,1162,2025-07-16,9296,6174.062089261633,3121.9379107383666
15386,1974,Furniture,4,1533,2025-07-09,6132,3428.83039590536,2703.16960409464
15387,2133,Groceries,5,488,2025-08-17,2440,1825.840332935451,614.159667064549
15388,4292,Clothing,3,1077,2025-02-02,3231,2236.2854435040163,994.7145564959837
15389,4441,Groceries,5,1572,2025-11-14,7860,6028.820822627915,1831.1791773720852
15390,3415,Sports,3,793,2025-04-27,2379,1609.715818494056,769.2841815059439
15391,2459,Clothing,4,107,2025-03-19,428,321.2095250782828,106.79047492171719
15392,3965,Clothing,3,688,2025-01-30,2064,1114.39811081654,949.6018891834599
15393,4075,Groceries,5,1854,2025-05-04,9270,5246.7237036660035,4023.2762963339965
15394,3040,Groceries,2,1806,2025-12-13,3612,3203.6330161690867,408.36698383091334
15395,1243,Groceries,9,1809,2025-02-05,16281,13612.161803976407,2668.838196023593
15396,3949,Groceries,3,204,2025-12-24,612,442.8325392803677,169.1674607196323
15397,1165,Electronics,1,1615,2025-07-22,1615,1452.6628862656364,162.33711373436358
15398,2049,Furniture,5,159,2025-04-17,795,408.9250945847327,386.0749054152673
15399,4466,Furniture,4,408,2025-04-10,1632,1454.3388702144048,177.66112978559522
15400,2497,Sports,2,1963,2025-05-24,3926,2057.0788770963013,1868.9211229036987
15401,4088,Electronics,8,813,2025-03-22,6504,4923.386412020111,1580.6135879798894
15402,1727,Clothing,9,1391,2025-01-19,12519,9181.169893817249,3337.8301061827515
15403,2115,Groceries,6,1266,2025-06-12,7596,6457.626229966975,1138.3737700330248
15404,1482,Sports,8,1596,2025-10-21,12768,9366.41169271011,3401.5883072898905
15405,3590,Clothing,2,904,2025-07-05,1808,1063.6901883749326,744.3098116250674
15406,4276,Furniture,6,482,2025-07-03,2892,1695.1175266740747,1196.8824733259253
15407,4573,Clothing,1,578,2025-03-04,578,458.6732199093912,119.32678009060879
15408,3978,Groceries,3,448,2025-06-25,1344,1120.4967625844142,223.50323741558577
15409,3447,Groceries,7,716,2025-08-25,5012,3480.5265787608723,1531.4734212391277
15410,2230,Furniture,1,166,2025-11-18,166,136.5474163909691,29.45258360903091
15411,3666,Groceries,6,1979,2025-12-25,11874,6679.792994469884,5194.207005530116
15412,4217,Electronics,7,278,2025-07-10,1946,1387.0315996705604,558.9684003294396
15413,3926,Sports,3,973,2025-12-13,2919,2017.5199929586176,901.4800070413824
15414,3148,Furniture,8,1971,2025-07-06,15768,13114.51751553656,2653.4824844634404
15415,1879,Furniture,8,1048,2025-02-20,8384,7274.303866438392,1109.696133561608
15416,1829,Clothing,5,340,2025-11-18,1700,927.0391964490038,772.9608035509962
15417,4951,Furniture,2,1472,2025-04-27,2944,2158.139730436904,785.8602695630962
15418,4312,Sports,2,1260,2025-11-04,2520,1679.3570497549606,840.6429502450394
15419,3024,Electronics,5,508,2025-12-01,2540,1754.5735142366593,785.4264857633407
15420,4994,Clothing,4,1234,2025-11-17,4936,4114.947382581713,821.0526174182869
15421,1758,Sports,4,104,2025-06-07,416,319.6321461567559,96.36785384324412
15422,1162,Furniture,5,1793,2025-04-30,8965,6304.291313236925,2660.708686763075
15423,4955,Groceries,1,1916,2025-03-05,1916,1388.5301223106396,527.4698776893604
15424,2196,Groceries,7,1637,2025-03-22,11459,9646.0534809707,1812.9465190292995
15425,3549,Sports,3,1092,2025-10-23,3276,2734.943203295931,541.0567967040688
15426,3594,Electronics,8,1496,2025-03-29,11968,7622.326322241433,4345.673677758567
15427,2307,Groceries,9,803,2025-02-28,7227,3941.0795394201145,3285.9204605798855
15428,4430,Sports,8,1544,2025-04-25,12352,6950.009534798577,5401.990465201423
15429,3428,Clothing,2,1773,2025-12-08,3546,2230.3510780670463,1315.6489219329537
15430,3917,Furniture,7,59,2025-09-28,413,365.9879976121333,47.01200238786669
15431,3952,Electronics,4,1529,2025-09-05,6116,5338.407400285561,777.5925997144386
15432,2995,Electronics,5,1395,2025-12-31,6975,6002.039306067454,972.9606939325458
15433,2934,Clothing,5,489,2025-10-04,2445,1773.81005504263,671.18994495737
15434,2556,Electronics,9,1080,2025-04-01,9720,6795.839701912275,2924.160298087725
15435,4891,Sports,2,139,2025-09-29,278,166.67450245357298,111.32549754642702
15436,4234,Electronics,2,217,2025-09-06,434,334.7947546451372,99.20524535486283
15437,4049,Electronics,3,452,2025-02-16,1356,1155.7562760458654,200.24372395413457
15438,3656,Electronics,5,247,2025-07-25,1235,1032.8060651141927,202.19393488580727
15439,1306,Sports,4,1042,2025-11-20,4168,3352.119371318225,815.8806286817749
15440,2362,Furniture,9,936,2025-12-10,8424,5034.245506850032,3389.754493149968
15441,3102,Groceries,3,1457,2025-03-18,4371,3192.491193078275,1178.508806921725
15442,4030,Electronics,1,1596,2025-09-18,1596,941.5931828829524,654.4068171170476
15443,1332,Clothing,5,1637,2025-04-14,8185,6724.229549887792,1460.770450112208
15444,3174,Clothing,8,1429,2025-05-02,11432,9933.369560655816,1498.6304393441842
15445,3752,Sports,1,189,2025-12-31,189,165.40089838707175,23.59910161292825
15446,1242,Furniture,1,781,2025-07-19,781,677.929723874388,103.07027612561205
15447,2884,Electronics,6,751,2025-11-08,4506,2766.548740346642,1739.4512596533582
15448,3647,Sports,7,378,2025-10-22,2646,1545.0583472643978,1100.9416527356022
15449,4919,Groceries,8,1736,2025-12-05,13888,7402.0278327139,6485.9721672861
15450,2432,Furniture,8,1369,2025-09-23,10952,8758.203224275225,2193.796775724775
15451,3550,Furniture,3,1783,2025-06-16,5349,4732.981124545247,616.0188754547526
15452,4798,Sports,4,1379,2025-06-08,5516,3020.4059558601853,2495.5940441398147
15453,3651,Clothing,9,113,2025-09-03,1017,702.8086967169195,314.1913032830805
15454,1302,Furniture,5,708,2025-03-19,3540,2156.6169967947217,1383.3830032052783
15455,4535,Clothing,9,261,2025-01-08,2349,1859.897149481257,489.102850518743
15456,1234,Furniture,5,1859,2025-08-27,9295,7861.736370633753,1433.2636293662472
15457,4767,Furniture,5,1484,2025-05-13,7420,4751.2056026471555,2668.7943973528445
15458,4109,Furniture,9,1682,2025-12-30,15138,11711.994935104018,3426.0050648959823
15459,3186,Groceries,6,1166,2025-09-19,6996,4612.944772446296,2383.055227553704
15460,1194,Clothing,3,890,2025-11-12,2670,2348.150063284475,321.849936715525
15461,2550,Groceries,5,1566,2025-08-10,7830,3921.7338648756286,3908.2661351243714
15462,2792,Clothing,1,1885,2025-12-24,1885,1521.8718608959016,363.1281391040984
15463,1646,Groceries,9,363,2025-04-11,3267,1689.9257699525397,1577.0742300474603
15464,3048,Groceries,7,1135,2025-04-15,7945,6276.299553961337,1668.7004460386634
15465,1560,Groceries,1,1507,2025-05-02,1507,1326.1361436030952,180.8638563969048
15466,2119,Sports,4,1676,2025-07-29,6704,5725.710562399896,978.2894376001041
15467,1712,Groceries,2,1894,2025-09-12,3788,2074.054001961802,1713.945998038198
15468,1412,Furniture,3,1432,2025-10-04,4296,2272.8752723231482,2023.1247276768518
15469,1537,Electronics,4,1646,2025-12-23,6584,5712.455795331866,871.5442046681337
15470,2878,Groceries,2,508,2025-07-07,1016,619.5514513019667,396.4485486980333
15471,3476,Electronics,1,1891,2025-10-26,1891,1078.633329926894,812.366670073106
15472,1234,Electronics,4,103,2025-06-08,412,244.44645332573765,167.55354667426235
15473,3396,Furniture,9,347,2025-08-01,3123,2230.8505202439283,892.1494797560717
15474,2779,Electronics,9,748,2025-03-16,6732,3549.1038624632793,3182.8961375367207
15475,2893,Electronics,9,1337,2025-03-21,12033,6143.589263605756,5889.410736394244
15476,2504,Electronics,3,959,2025-03-14,2877,2113.3069234727395,763.6930765272605
15477,2862,Clothing,1,1823,2025-04-25,1823,1229.8645181629677,593.1354818370323
15478,3443,Groceries,1,1854,2025-10-06,1854,1593.8428376920049,260.1571623079951
15479,2374,Groceries,3,760,2025-04-13,2280,1649.4337897942173,630.5662102057827
15480,1415,Electronics,8,384,2025-01-23,3072,2250.6821131869474,821.3178868130526
15481,2909,Furniture,4,407,2025-11-04,1628,1412.4347985348693,215.5652014651307
15482,1915,Clothing,8,477,2025-09-16,3816,2052.67496432357,1763.3250356764302
15483,4958,Furniture,7,348,2025-06-26,2436,1664.6119501556097,771.3880498443903
15484,4122,Furniture,8,297,2025-03-11,2376,1570.5376747342834,805.4623252657166
15485,1080,Electronics,2,1841,2025-05-28,3682,2991.40572305036,690.5942769496401
15486,3083,Sports,8,1987,2025-07-26,15896,10618.645515023401,5277.3544849765985
15487,2090,Electronics,9,720,2025-04-20,6480,4494.092438605249,1985.9075613947507
15488,3688,Sports,6,949,2025-01-30,5694,3920.721943545988,1773.2780564540121
15489,3929,Clothing,3,382,2025-09-05,1146,935.8839714750012,210.1160285249988
15490,2690,Sports,7,856,2025-03-11,5992,4608.172223834831,1383.8277761651689
15491,1756,Electronics,9,143,2025-01-29,1287,863.2182599720196,423.7817400279804
15492,3670,Electronics,8,1256,2025-10-05,10048,5311.5535170765,4736.4464829235
15493,4751,Furniture,8,68,2025-06-17,544,453.5053465748233,90.4946534251767
15494,4552,Electronics,7,1269,2025-03-26,8883,7969.623583736349,913.3764162636508
15495,1467,Electronics,5,114,2025-03-06,570,454.5464435591236,115.45355644087641
15496,2165,Groceries,2,857,2025-06-07,1714,1153.7083835132273,560.2916164867727
15497,3403,Groceries,5,401,2025-09-15,2005,1318.1463231181915,686.8536768818085
15498,3756,Furniture,5,1277,2025-01-24,6385,4719.008416271882,1665.9915837281178
15499,2494,Sports,2,125,2025-09-25,250,146.3706199169443,103.62938008305571
15500,2644,Sports,1,773,2025-09-18,773,434.924671097006,338.075328902994
15501,2019,Groceries,5,1020,2025-08-14,5100,2779.590590893291,2320.409409106709
15502,4959,Clothing,6,806,2025-01-14,4836,4292.410635124852,543.589364875148
15503,2614,Groceries,7,1446,2025-07-23,10122,7732.972351704723,2389.027648295277
15504,1901,Clothing,2,162,2025-09-12,324,233.9930338624964,90.00696613750361
15505,1672,Sports,6,591,2025-10-10,3546,3025.0232434053764,520.9767565946236
15506,1438,Groceries,8,1832,2025-03-07,14656,9256.13809274498,5399.861907255019
15507,3578,Electronics,6,1565,2025-06-26,9390,6609.990514759992,2780.009485240008
15508,1126,Clothing,3,561,2025-02-14,1683,936.2607308021128,746.7392691978872
15509,3252,Clothing,3,1485,2025-02-07,4455,3307.923766422413,1147.0762335775871
15510,3076,Clothing,7,1309,2025-11-10,9163,7874.079721305915,1288.920278694085
15511,1444,Sports,2,1762,2025-12-22,3524,2814.747581350109,709.2524186498908
15512,1965,Furniture,3,654,2025-11-24,1962,1430.696273832584,531.303726167416
15513,4790,Electronics,7,1242,2025-03-07,8694,6157.1099718296555,2536.8900281703445
15514,1463,Groceries,9,647,2025-04-15,5823,4313.229500096669,1509.7704999033313
15515,4351,Clothing,1,158,2025-04-16,158,118.7343874258477,39.2656125741523
15516,3198,Sports,5,354,2025-11-06,1770,1318.6863825983958,451.31361740160423
15517,3287,Clothing,2,206,2025-06-06,412,282.94834543702996,129.05165456297004
15518,3313,Groceries,5,1714,2025-12-11,8570,6430.444885418418,2139.5551145815816
15519,4765,Electronics,6,1030,2025-08-29,6180,4377.63213400906,1802.3678659909401
15520,4176,Clothing,8,1360,2025-01-04,10880,7277.5854814099985,3602.4145185900015
15521,4504,Sports,7,332,2025-05-18,2324,1647.1357909384712,676.8642090615288
15522,1912,Sports,5,1364,2025-02-13,6820,5647.765239891383,1172.2347601086167
15523,1496,Furniture,5,1081,2025-07-28,5405,4664.232801866265,740.7671981337353
15524,2463,Sports,2,1113,2025-03-03,2226,1681.6260195875614,544.3739804124386
15525,2771,Furniture,6,1785,2025-12-16,10710,9046.68956894723,1663.3104310527706
15526,3732,Electronics,3,183,2025-01-05,549,275.47675887546916,273.52324112453084
15527,1157,Groceries,6,704,2025-02-13,4224,3701.2811875060497,522.7188124939503
15528,1171,Furniture,3,838,2025-03-14,2514,1265.0885828989133,1248.9114171010867
15529,1493,Clothing,2,982,2025-06-24,1964,1716.5528394741286,247.44716052587137
15530,1969,Clothing,8,759,2025-01-14,6072,3472.3943378277895,2599.6056621722105
15531,2334,Groceries,4,359,2025-01-19,1436,771.5448165326673,664.4551834673327
15532,2426,Sports,5,1486,2025-01-13,7430,6346.295359629106,1083.7046403708937
15533,2692,Clothing,9,1930,2025-01-21,17370,8800.49103384109,8569.50896615891
15534,2793,Furniture,4,1303,2025-10-22,5212,4330.6405074374015,881.3594925625985
15535,3723,Groceries,1,1164,2025-08-23,1164,676.3230442992063,487.67695570079366
15536,1658,Clothing,6,1691,2025-03-07,10146,6693.855249246387,3452.144750753613
15537,3950,Sports,5,136,2025-10-13,680,342.2562256218253,337.7437743781747
15538,1665,Sports,3,1348,2025-05-31,4044,3593.542778276045,450.4572217239552
15539,4534,Clothing,5,1677,2025-07-11,8385,5677.618608814808,2707.381391185192
15540,1366,Groceries,8,1841,2025-06-04,14728,9918.168565009764,4809.831434990236
15541,1549,Electronics,1,595,2025-05-09,595,303.0200933515894,291.9799066484106
15542,1642,Clothing,4,619,2025-11-23,2476,1422.2598160204923,1053.7401839795077
15543,2893,Sports,3,760,2025-05-31,2280,1317.9729420170859,962.0270579829141
15544,1254,Electronics,4,292,2025-04-05,1168,589.1166830125488,578.8833169874512
15545,1207,Groceries,2,446,2025-06-06,892,506.77499041491757,385.22500958508243
15546,3497,Sports,2,1333,2025-11-12,2666,2335.1885726992305,330.81142730076954
15547,1094,Groceries,2,1980,2025-01-05,3960,2903.0832785111993,1056.9167214888007
15548,2883,Clothing,3,227,2025-02-02,681,345.3179236739791,335.6820763260209
15549,3886,Groceries,9,582,2025-04-03,5238,3069.9378464197557,2168.0621535802443
15550,1477,Sports,5,1645,2025-11-22,8225,5474.927071570367,2750.072928429633
15551,3730,Clothing,4,1478,2025-01-07,5912,3361.7816776866184,2550.2183223133816
15552,1761,Sports,4,1756,2025-09-23,7024,3953.533537128725,3070.466462871275
15553,1189,Sports,3,94,2025-09-06,282,249.13291743904375,32.86708256095625
15554,3758,Electronics,9,603,2025-03-14,5427,4868.256654431518,558.7433455684823
15555,2507,Furniture,1,1483,2025-05-25,1483,1111.3313070546253,371.6686929453747
15556,2756,Groceries,6,1250,2025-08-16,7500,6350.185546850211,1149.8144531497892
15557,2559,Groceries,4,432,2025-05-14,1728,1164.8467082796265,563.1532917203735
15558,1755,Electronics,8,757,2025-02-24,6056,3042.482341995068,3013.517658004932
15559,2446,Groceries,7,1588,2025-09-24,11116,8152.4417900570115,2963.5582099429885
15560,1835,Electronics,3,856,2025-12-29,2568,1454.5931915331012,1113.4068084668988
15561,2663,Groceries,5,1121,2025-11-09,5605,4094.5619253469927,1510.4380746530073
15562,2628,Groceries,4,198,2025-09-09,792,678.5522370045088,113.44776299549119
15563,2835,Sports,4,1303,2025-06-16,5212,4169.263676897588,1042.736323102412
15564,1132,Electronics,8,67,2025-07-20,536,323.42081835042404,212.57918164957596
15565,1054,Groceries,9,530,2025-05-24,4770,3929.5230758540565,840.4769241459435
15566,1509,Furniture,4,1316,2025-02-22,5264,4129.8600079437265,1134.1399920562735
15567,1669,Electronics,2,1691,2025-04-01,3382,2956.1663044576994,425.8336955423006
15568,4612,Electronics,1,212,2025-09-18,212,158.6676044780449,53.33239552195511
15569,3457,Electronics,4,1105,2025-12-24,4420,3944.092097399025,475.9079026009749
15570,4282,Sports,8,171,2025-09-21,1368,972.7840917071719,395.2159082928281
15571,2689,Electronics,5,488,2025-01-03,2440,1732.534912500812,707.465087499188
15572,2316,Sports,2,1468,2025-01-27,2936,1490.2731637367895,1445.7268362632105
15573,4034,Furniture,4,664,2025-02-19,2656,2322.936871817407,333.0631281825931
15574,1733,Clothing,4,747,2025-12-23,2988,2009.0753185055682,978.9246814944318
15575,4186,Sports,5,784,2025-11-06,3920,3321.487213814511,598.512786185489
15576,2693,Groceries,2,399,2025-02-25,798,522.1385694533185,275.8614305466815
15577,1258,Electronics,7,1495,2025-05-28,10465,9114.436919221323,1350.5630807786765
15578,4834,Clothing,5,1631,2025-04-07,8155,7173.872881267222,981.1271187327784
15579,2145,Sports,4,175,2025-04-26,700,355.86783336890096,344.13216663109904
15580,1298,Groceries,8,1454,2025-05-02,11632,9115.06766602938,2516.9323339706207
15581,4846,Clothing,2,1733,2025-02-19,3466,1777.5017046905225,1688.4982953094775
15582,4452,Furniture,1,409,2025-04-16,409,220.59967549329517,188.40032450670483
15583,1560,Sports,6,1099,2025-12-10,6594,3403.7171659394476,3190.2828340605524
15584,2912,Sports,8,1724,2025-12-06,13792,7063.264839711122,6728.735160288878
15585,2864,Furniture,7,755,2025-10-10,5285,3512.1539956299894,1772.8460043700106
15586,4572,Sports,9,1432,2025-01-18,12888,8775.139465767457,4112.860534232543
15587,1296,Electronics,1,1026,2025-12-19,1026,705.4312186495902,320.56878135040984
15588,3409,Sports,3,777,2025-05-07,2331,1310.6959730261674,1020.3040269738326
15589,3636,Electronics,9,911,2025-02-01,8199,4978.108132032006,3220.8918679679937
15590,4534,Sports,5,86,2025-01-07,430,344.6096569981612,85.3903430018388
15591,2461,Groceries,6,439,2025-11-30,2634,1685.6299964151913,948.3700035848087
15592,3174,Groceries,7,487,2025-06-29,3409,2059.7644710123927,1349.2355289876073
15593,1196,Clothing,3,1570,2025-08-31,4710,2991.9425051378826,1718.0574948621174
15594,3268,Groceries,7,264,2025-02-09,1848,1585.4391552363888,262.56084476361116
15595,1994,Furniture,3,224,2025-08-11,672,575.5323528015848,96.4676471984152
15596,3138,Clothing,6,1556,2025-02-19,9336,6303.053548638762,3032.9464513612384
15597,3458,Groceries,8,163,2025-12-17,1304,1099.6563161066665,204.3436838933335
15598,1007,Electronics,7,1376,2025-03-31,9632,6230.175062535387,3401.824937464613
15599,3591,Sports,5,552,2025-08-26,2760,1466.301257689533,1293.698742310467
15600,3515,Groceries,6,203,2025-07-17,1218,829.9802100081987,388.0197899918013
15601,1319,Electronics,4,330,2025-08-31,1320,1137.8658378848222,182.1341621151778
15602,2417,Clothing,2,469,2025-09-25,938,494.6871865379428,443.3128134620572
15603,3316,Sports,7,1350,2025-07-07,9450,5663.578749641659,3786.4212503583412
15604,4262,Groceries,4,1051,2025-04-21,4204,2186.52301150653,2017.47698849347
15605,4932,Clothing,6,1884,2025-10-13,11304,9087.406802584062,2216.5931974159375
15606,2698,Groceries,2,1352,2025-03-29,2704,2229.361302594821,474.63869740517885
15607,3108,Clothing,2,1138,2025-08-02,2276,1951.0094826052757,324.9905173947243
15608,2461,Groceries,6,366,2025-09-17,2196,1169.0614739657447,1026.9385260342553
15609,2287,Electronics,8,379,2025-01-05,3032,2307.5068862033504,724.4931137966496
15610,3844,Furniture,1,1674,2025-05-17,1674,1189.916616634849,484.0833833651509
15611,2118,Electronics,7,135,2025-04-29,945,570.2724940911179,374.7275059088821
15612,1552,Sports,6,1312,2025-02-20,7872,6071.624726747767,1800.3752732522325
15613,3973,Groceries,5,1273,2025-02-22,6365,3226.027142465836,3138.972857534164
15614,4541,Furniture,8,1178,2025-04-08,9424,5185.927047674002,4238.072952325998
15615,1660,Furniture,1,625,2025-07-19,625,540.7332284322662,84.26677156773383
15616,1715,Sports,5,466,2025-08-26,2330,1760.2530780948716,569.7469219051284
15617,3826,Sports,6,1958,2025-12-18,11748,6381.715247000311,5366.284752999689
15618,4585,Furniture,4,253,2025-06-26,1012,771.9361886156853,240.0638113843147
15619,4761,Sports,2,1249,2025-09-18,2498,1505.4210772761783,992.5789227238217
15620,3241,Sports,8,600,2025-02-01,4800,3046.99659712726,1753.00340287274
15621,3529,Groceries,5,1725,2025-05-13,8625,4689.349573720158,3935.6504262798417
15622,4970,Electronics,6,1724,2025-11-17,10344,8180.828873246096,2163.171126753904
15623,4407,Clothing,9,97,2025-07-17,873,537.4910397417449,335.5089602582551
15624,2458,Furniture,2,697,2025-06-02,1394,783.6295660667406,610.3704339332594
15625,4267,Clothing,5,1892,2025-03-19,9460,8428.940089412203,1031.0599105877973
15626,1854,Furniture,1,441,2025-04-22,441,250.32800033280196,190.67199966719804
15627,4320,Furniture,3,1686,2025-03-14,5058,3791.803721217578,1266.1962787824218
15628,3545,Electronics,6,1314,2025-01-28,7884,4349.78536875637,3534.21463124363
15629,3259,Furniture,8,1281,2025-03-29,10248,9047.037489532026,1200.9625104679744
15630,1664,Furniture,5,533,2025-07-10,2665,1820.8128974317162,844.1871025682838
15631,3717,Electronics,4,945,2025-02-05,3780,2806.233488136163,973.766511863837
15632,4537,Sports,5,771,2025-08-19,3855,2013.0042779306912,1841.9957220693088
15633,2897,Clothing,4,669,2025-12-23,2676,2350.1028806840322,325.89711931596776
15634,2674,Furniture,2,390,2025-08-29,780,596.9698957813952,183.03010421860483
15635,3268,Electronics,1,1141,2025-11-08,1141,635.0022106451136,505.99778935488644
15636,1272,Furniture,8,419,2025-03-08,3352,2381.7186579293216,970.2813420706784
15637,2177,Electronics,1,1144,2025-01-21,1144,953.6192265899845,190.38077341001554
15638,2272,Clothing,2,1171,2025-10-22,2342,1872.644111503019,469.3558884969809
15639,1278,Groceries,5,1694,2025-02-11,8470,7339.727291324012,1130.2727086759878
15640,4511,Sports,8,213,2025-06-13,1704,1498.6242026330763,205.37579736692373
15641,1815,Groceries,3,918,2025-11-18,2754,1412.8285469085995,1341.1714530914005
15642,1275,Electronics,9,847,2025-01-17,7623,5760.491572974744,1862.5084270252564
15643,2004,Furniture,6,651,2025-02-23,3906,2041.690211219455,1864.309788780545
15644,3561,Sports,3,1469,2025-04-15,4407,2213.0764605867034,2193.9235394132966
15645,4159,Clothing,7,1148,2025-06-02,8036,4278.966431232435,3757.033568767565
15646,4870,Sports,7,1102,2025-01-19,7714,6915.861604844645,798.1383951553553
15647,1922,Furniture,7,1588,2025-11-28,11116,5563.80637479757,5552.19362520243
15648,1641,Groceries,4,879,2025-02-24,3516,2685.787375296777,830.2126247032229
15649,1504,Electronics,6,572,2025-08-24,3432,2557.706569082161,874.293430917839
15650,3637,Groceries,3,122,2025-06-28,366,298.5743180434837,67.42568195651631
15651,1771,Sports,4,267,2025-12-12,1068,820.7846155745784,247.21538442542158
15652,2264,Furniture,3,167,2025-10-22,501,438.9590167887734,62.0409832112266
15653,4724,Electronics,3,1260,2025-06-08,3780,3181.7736140652028,598.2263859347972
15654,3787,Furniture,1,305,2025-07-19,305,186.81859106800997,118.18140893199003
15655,3722,Furniture,5,121,2025-06-12,605,514.7014702354504,90.29852976454958
15656,2259,Sports,3,262,2025-11-21,786,480.7919998081537,305.2080001918463
15657,2013,Groceries,1,121,2025-05-04,121,92.40420111959935,28.59579888040065
